filename,id,split,synset,breed,ear_type,file
n02085782_1077.jpg,n02085782_1077,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_1077.jpg
n02085782_1085.jpg,n02085782_1085,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_1085.jpg
n02085782_1191.jpg,n02085782_1191,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_1191.jpg
n02085782_1350.jpg,n02085782_1350,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_1350.jpg
n02085782_1434.jpg,n02085782_1434,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_1434.jpg
n02085782_1610.jpg,n02085782_1610,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_1610.jpg
n02085782_17.jpg,n02085782_17,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_17.jpg
n02085782_1778.jpg,n02085782_1778,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_1778.jpg
n02085782_1855.jpg,n02085782_1855,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_1855.jpg
n02085782_1949.jpg,n02085782_1949,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_1949.jpg
n02085782_2.jpg,n02085782_2,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_2.jpg
n02085782_2074.jpg,n02085782_2074,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_2074.jpg
n02085782_2269.jpg,n02085782_2269,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_2269.jpg
n02085782_230.jpg,n02085782_230,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_230.jpg
n02085782_2459.jpg,n02085782_2459,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_2459.jpg
n02085782_2655.jpg,n02085782_2655,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_2655.jpg
n02085782_267.jpg,n02085782_267,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_267.jpg
n02085782_2690.jpg,n02085782_2690,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_2690.jpg
n02085782_3021.jpg,n02085782_3021,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_3021.jpg
n02085782_3030.jpg,n02085782_3030,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_3030.jpg
n02085782_3420.jpg,n02085782_3420,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_3420.jpg
n02085782_3481.jpg,n02085782_3481,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_3481.jpg
n02085782_3744.jpg,n02085782_3744,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_3744.jpg
n02085782_38.jpg,n02085782_38,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_38.jpg
n02085782_3810.jpg,n02085782_3810,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_3810.jpg
n02085782_3896.jpg,n02085782_3896,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_3896.jpg
n02085782_3899.jpg,n02085782_3899,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_3899.jpg
n02085782_435.jpg,n02085782_435,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_435.jpg
n02085782_4564.jpg,n02085782_4564,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_4564.jpg
n02085782_518.jpg,n02085782_518,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_518.jpg
n02085782_754.jpg,n02085782_754,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_754.jpg
n02085782_80.jpg,n02085782_80,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_80.jpg
n02085782_810.jpg,n02085782_810,train,n02085782,Japanese_spaniel,floppy,images/train/n02085782_810.jpg
n02085936_10130.jpg,n02085936_10130,train,n02085936,Maltese_dog,floppy,images/train/n02085936_10130.jpg
n02085936_10197.jpg,n02085936_10197,train,n02085936,Maltese_dog,floppy,images/train/n02085936_10197.jpg
n02085936_10199.jpg,n02085936_10199,train,n02085936,Maltese_dog,floppy,images/train/n02085936_10199.jpg
n02085936_10307.jpg,n02085936_10307,train,n02085936,Maltese_dog,floppy,images/train/n02085936_10307.jpg
n02085936_1155.jpg,n02085936_1155,train,n02085936,Maltese_dog,floppy,images/train/n02085936_1155.jpg
n02085936_126.jpg,n02085936_126,train,n02085936,Maltese_dog,floppy,images/train/n02085936_126.jpg
n02085936_137.jpg,n02085936_137,train,n02085936,Maltese_dog,floppy,images/train/n02085936_137.jpg
n02085936_1424.jpg,n02085936_1424,train,n02085936,Maltese_dog,floppy,images/train/n02085936_1424.jpg
n02085936_1515.jpg,n02085936_1515,train,n02085936,Maltese_dog,floppy,images/train/n02085936_1515.jpg
n02085936_1556.jpg,n02085936_1556,train,n02085936,Maltese_dog,floppy,images/train/n02085936_1556.jpg
n02085936_16331.jpg,n02085936_16331,train,n02085936,Maltese_dog,floppy,images/train/n02085936_16331.jpg
n02085936_17059.jpg,n02085936_17059,train,n02085936,Maltese_dog,floppy,images/train/n02085936_17059.jpg
n02085936_1739.jpg,n02085936_1739,train,n02085936,Maltese_dog,floppy,images/train/n02085936_1739.jpg
n02085936_20102.jpg,n02085936_20102,train,n02085936,Maltese_dog,floppy,images/train/n02085936_20102.jpg
n02085936_20313.jpg,n02085936_20313,train,n02085936,Maltese_dog,floppy,images/train/n02085936_20313.jpg
n02085936_2154.jpg,n02085936_2154,train,n02085936,Maltese_dog,floppy,images/train/n02085936_2154.jpg
n02085936_22167.jpg,n02085936_22167,train,n02085936,Maltese_dog,floppy,images/train/n02085936_22167.jpg
n02085936_22666.jpg,n02085936_22666,train,n02085936,Maltese_dog,floppy,images/train/n02085936_22666.jpg
n02085936_2458.jpg,n02085936_2458,train,n02085936,Maltese_dog,floppy,images/train/n02085936_2458.jpg
n02085936_2927.jpg,n02085936_2927,train,n02085936,Maltese_dog,floppy,images/train/n02085936_2927.jpg
n02085936_3000.jpg,n02085936_3000,train,n02085936,Maltese_dog,floppy,images/train/n02085936_3000.jpg
n02085936_3239.jpg,n02085936_3239,train,n02085936,Maltese_dog,floppy,images/train/n02085936_3239.jpg
n02085936_3313.jpg,n02085936_3313,train,n02085936,Maltese_dog,floppy,images/train/n02085936_3313.jpg
n02085936_338.jpg,n02085936_338,train,n02085936,Maltese_dog,floppy,images/train/n02085936_338.jpg
n02085936_3396.jpg,n02085936_3396,train,n02085936,Maltese_dog,floppy,images/train/n02085936_3396.jpg
n02085936_3451.jpg,n02085936_3451,train,n02085936,Maltese_dog,floppy,images/train/n02085936_3451.jpg
n02085936_3580.jpg,n02085936_3580,train,n02085936,Maltese_dog,floppy,images/train/n02085936_3580.jpg
n02085936_3947.jpg,n02085936_3947,train,n02085936,Maltese_dog,floppy,images/train/n02085936_3947.jpg
n02085936_4318.jpg,n02085936_4318,train,n02085936,Maltese_dog,floppy,images/train/n02085936_4318.jpg
n02085936_4396.jpg,n02085936_4396,train,n02085936,Maltese_dog,floppy,images/train/n02085936_4396.jpg
n02085936_4474.jpg,n02085936_4474,train,n02085936,Maltese_dog,floppy,images/train/n02085936_4474.jpg
n02085936_4480.jpg,n02085936_4480,train,n02085936,Maltese_dog,floppy,images/train/n02085936_4480.jpg
n02085936_4506.jpg,n02085936_4506,train,n02085936,Maltese_dog,floppy,images/train/n02085936_4506.jpg
n02085936_4781.jpg,n02085936_4781,train,n02085936,Maltese_dog,floppy,images/train/n02085936_4781.jpg
n02085936_4897.jpg,n02085936_4897,train,n02085936,Maltese_dog,floppy,images/train/n02085936_4897.jpg
n02085936_4921.jpg,n02085936_4921,train,n02085936,Maltese_dog,floppy,images/train/n02085936_4921.jpg
n02085936_5404.jpg,n02085936_5404,train,n02085936,Maltese_dog,floppy,images/train/n02085936_5404.jpg
n02085936_5435.jpg,n02085936_5435,train,n02085936,Maltese_dog,floppy,images/train/n02085936_5435.jpg
n02085936_548.jpg,n02085936_548,train,n02085936,Maltese_dog,floppy,images/train/n02085936_548.jpg
n02085936_5596.jpg,n02085936_5596,train,n02085936,Maltese_dog,floppy,images/train/n02085936_5596.jpg
n02085936_6278.jpg,n02085936_6278,train,n02085936,Maltese_dog,floppy,images/train/n02085936_6278.jpg
n02085936_6569.jpg,n02085936_6569,train,n02085936,Maltese_dog,floppy,images/train/n02085936_6569.jpg
n02085936_66.jpg,n02085936_66,train,n02085936,Maltese_dog,floppy,images/train/n02085936_66.jpg
n02085936_6927.jpg,n02085936_6927,train,n02085936,Maltese_dog,floppy,images/train/n02085936_6927.jpg
n02085936_7345.jpg,n02085936_7345,train,n02085936,Maltese_dog,floppy,images/train/n02085936_7345.jpg
n02085936_7394.jpg,n02085936_7394,train,n02085936,Maltese_dog,floppy,images/train/n02085936_7394.jpg
n02085936_8417.jpg,n02085936_8417,train,n02085936,Maltese_dog,floppy,images/train/n02085936_8417.jpg
n02085936_8447.jpg,n02085936_8447,train,n02085936,Maltese_dog,floppy,images/train/n02085936_8447.jpg
n02085936_8735.jpg,n02085936_8735,train,n02085936,Maltese_dog,floppy,images/train/n02085936_8735.jpg
n02085936_9088.jpg,n02085936_9088,train,n02085936,Maltese_dog,floppy,images/train/n02085936_9088.jpg
n02085936_9481.jpg,n02085936_9481,train,n02085936,Maltese_dog,floppy,images/train/n02085936_9481.jpg
n02085936_9927.jpg,n02085936_9927,train,n02085936,Maltese_dog,floppy,images/train/n02085936_9927.jpg
n02086079_1020.jpg,n02086079_1020,train,n02086079,Pekinese,floppy,images/train/n02086079_1020.jpg
n02086079_10600.jpg,n02086079_10600,train,n02086079,Pekinese,floppy,images/train/n02086079_10600.jpg
n02086079_10603.jpg,n02086079_10603,train,n02086079,Pekinese,floppy,images/train/n02086079_10603.jpg
n02086079_10613.jpg,n02086079_10613,train,n02086079,Pekinese,floppy,images/train/n02086079_10613.jpg
n02086079_10615.jpg,n02086079_10615,train,n02086079,Pekinese,floppy,images/train/n02086079_10615.jpg
n02086079_10689.jpg,n02086079_10689,train,n02086079,Pekinese,floppy,images/train/n02086079_10689.jpg
n02086079_10932.jpg,n02086079_10932,train,n02086079,Pekinese,floppy,images/train/n02086079_10932.jpg
n02086079_11420.jpg,n02086079_11420,train,n02086079,Pekinese,floppy,images/train/n02086079_11420.jpg
n02086079_11664.jpg,n02086079_11664,train,n02086079,Pekinese,floppy,images/train/n02086079_11664.jpg
n02086079_11984.jpg,n02086079_11984,train,n02086079,Pekinese,floppy,images/train/n02086079_11984.jpg
n02086079_12321.jpg,n02086079_12321,train,n02086079,Pekinese,floppy,images/train/n02086079_12321.jpg
n02086079_14532.jpg,n02086079_14532,train,n02086079,Pekinese,floppy,images/train/n02086079_14532.jpg
n02086079_15220.jpg,n02086079_15220,train,n02086079,Pekinese,floppy,images/train/n02086079_15220.jpg
n02086079_15375.jpg,n02086079_15375,train,n02086079,Pekinese,floppy,images/train/n02086079_15375.jpg
n02086079_155.jpg,n02086079_155,train,n02086079,Pekinese,floppy,images/train/n02086079_155.jpg
n02086079_15871.jpg,n02086079_15871,train,n02086079,Pekinese,floppy,images/train/n02086079_15871.jpg
n02086079_16693.jpg,n02086079_16693,train,n02086079,Pekinese,floppy,images/train/n02086079_16693.jpg
n02086079_17205.jpg,n02086079_17205,train,n02086079,Pekinese,floppy,images/train/n02086079_17205.jpg
n02086079_1820.jpg,n02086079_1820,train,n02086079,Pekinese,floppy,images/train/n02086079_1820.jpg
n02086079_1877.jpg,n02086079_1877,train,n02086079,Pekinese,floppy,images/train/n02086079_1877.jpg
n02086079_19690.jpg,n02086079_19690,train,n02086079,Pekinese,floppy,images/train/n02086079_19690.jpg
n02086079_20360.jpg,n02086079_20360,train,n02086079,Pekinese,floppy,images/train/n02086079_20360.jpg
n02086079_2073.jpg,n02086079_2073,train,n02086079,Pekinese,floppy,images/train/n02086079_2073.jpg
n02086079_22136.jpg,n02086079_22136,train,n02086079,Pekinese,floppy,images/train/n02086079_22136.jpg
n02086079_23100.jpg,n02086079_23100,train,n02086079,Pekinese,floppy,images/train/n02086079_23100.jpg
n02086079_2368.jpg,n02086079_2368,train,n02086079,Pekinese,floppy,images/train/n02086079_2368.jpg
n02086079_2935.jpg,n02086079_2935,train,n02086079,Pekinese,floppy,images/train/n02086079_2935.jpg
n02086079_3149.jpg,n02086079_3149,train,n02086079,Pekinese,floppy,images/train/n02086079_3149.jpg
n02086079_3174.jpg,n02086079_3174,train,n02086079,Pekinese,floppy,images/train/n02086079_3174.jpg
n02086079_356.jpg,n02086079_356,train,n02086079,Pekinese,floppy,images/train/n02086079_356.jpg
n02086079_380.jpg,n02086079_380,train,n02086079,Pekinese,floppy,images/train/n02086079_380.jpg
n02086079_3996.jpg,n02086079_3996,train,n02086079,Pekinese,floppy,images/train/n02086079_3996.jpg
n02086079_422.jpg,n02086079_422,train,n02086079,Pekinese,floppy,images/train/n02086079_422.jpg
n02086079_4350.jpg,n02086079_4350,train,n02086079,Pekinese,floppy,images/train/n02086079_4350.jpg
n02086079_499.jpg,n02086079_499,train,n02086079,Pekinese,floppy,images/train/n02086079_499.jpg
n02086079_5197.jpg,n02086079_5197,train,n02086079,Pekinese,floppy,images/train/n02086079_5197.jpg
n02086079_5590.jpg,n02086079_5590,train,n02086079,Pekinese,floppy,images/train/n02086079_5590.jpg
n02086079_6180.jpg,n02086079_6180,train,n02086079,Pekinese,floppy,images/train/n02086079_6180.jpg
n02086079_7027.jpg,n02086079_7027,train,n02086079,Pekinese,floppy,images/train/n02086079_7027.jpg
n02086079_7068.jpg,n02086079_7068,train,n02086079,Pekinese,floppy,images/train/n02086079_7068.jpg
n02086079_7235.jpg,n02086079_7235,train,n02086079,Pekinese,floppy,images/train/n02086079_7235.jpg
n02086079_7944.jpg,n02086079_7944,train,n02086079,Pekinese,floppy,images/train/n02086079_7944.jpg
n02086079_7959.jpg,n02086079_7959,train,n02086079,Pekinese,floppy,images/train/n02086079_7959.jpg
n02086079_8826.jpg,n02086079_8826,train,n02086079,Pekinese,floppy,images/train/n02086079_8826.jpg
n02086079_9316.jpg,n02086079_9316,train,n02086079,Pekinese,floppy,images/train/n02086079_9316.jpg
n02086240_1059.jpg,n02086240_1059,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_1059.jpg
n02086240_1078.jpg,n02086240_1078,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_1078.jpg
n02086240_11551.jpg,n02086240_11551,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_11551.jpg
n02086240_1170.jpg,n02086240_1170,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_1170.jpg
n02086240_1205.jpg,n02086240_1205,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_1205.jpg
n02086240_12057.jpg,n02086240_12057,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_12057.jpg
n02086240_1215.jpg,n02086240_1215,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_1215.jpg
n02086240_126.jpg,n02086240_126,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_126.jpg
n02086240_1333.jpg,n02086240_1333,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_1333.jpg
n02086240_135.jpg,n02086240_135,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_135.jpg
n02086240_1366.jpg,n02086240_1366,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_1366.jpg
n02086240_1687.jpg,n02086240_1687,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_1687.jpg
n02086240_1770.jpg,n02086240_1770,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_1770.jpg
n02086240_1779.jpg,n02086240_1779,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_1779.jpg
n02086240_2003.jpg,n02086240_2003,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_2003.jpg
n02086240_2705.jpg,n02086240_2705,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_2705.jpg
n02086240_272.jpg,n02086240_272,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_272.jpg
n02086240_3094.jpg,n02086240_3094,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_3094.jpg
n02086240_3137.jpg,n02086240_3137,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_3137.jpg
n02086240_3175.jpg,n02086240_3175,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_3175.jpg
n02086240_3186.jpg,n02086240_3186,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_3186.jpg
n02086240_3217.jpg,n02086240_3217,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_3217.jpg
n02086240_323.jpg,n02086240_323,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_323.jpg
n02086240_34.jpg,n02086240_34,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_34.jpg
n02086240_3424.jpg,n02086240_3424,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_3424.jpg
n02086240_3983.jpg,n02086240_3983,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_3983.jpg
n02086240_4013.jpg,n02086240_4013,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_4013.jpg
n02086240_4127.jpg,n02086240_4127,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_4127.jpg
n02086240_4190.jpg,n02086240_4190,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_4190.jpg
n02086240_4346.jpg,n02086240_4346,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_4346.jpg
n02086240_457.jpg,n02086240_457,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_457.jpg
n02086240_5042.jpg,n02086240_5042,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_5042.jpg
n02086240_5316.jpg,n02086240_5316,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_5316.jpg
n02086240_6106.jpg,n02086240_6106,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_6106.jpg
n02086240_6131.jpg,n02086240_6131,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_6131.jpg
n02086240_6322.jpg,n02086240_6322,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_6322.jpg
n02086240_6463.jpg,n02086240_6463,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_6463.jpg
n02086240_6849.jpg,n02086240_6849,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_6849.jpg
n02086240_7170.jpg,n02086240_7170,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_7170.jpg
n02086240_7207.jpg,n02086240_7207,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_7207.jpg
n02086240_7248.jpg,n02086240_7248,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_7248.jpg
n02086240_7349.jpg,n02086240_7349,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_7349.jpg
n02086240_7404.jpg,n02086240_7404,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_7404.jpg
n02086240_745.jpg,n02086240_745,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_745.jpg
n02086240_7978.jpg,n02086240_7978,train,n02086240,Shih-Tzu,floppy,images/train/n02086240_7978.jpg
n02086646_1023.jpg,n02086646_1023,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_1023.jpg
n02086646_1126.jpg,n02086646_1126,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_1126.jpg
n02086646_1511.jpg,n02086646_1511,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_1511.jpg
n02086646_1586.jpg,n02086646_1586,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_1586.jpg
n02086646_1721.jpg,n02086646_1721,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_1721.jpg
n02086646_2105.jpg,n02086646_2105,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_2105.jpg
n02086646_2173.jpg,n02086646_2173,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_2173.jpg
n02086646_2347.jpg,n02086646_2347,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_2347.jpg
n02086646_2430.jpg,n02086646_2430,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_2430.jpg
n02086646_2641.jpg,n02086646_2641,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_2641.jpg
n02086646_2725.jpg,n02086646_2725,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_2725.jpg
n02086646_2731.jpg,n02086646_2731,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_2731.jpg
n02086646_2813.jpg,n02086646_2813,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_2813.jpg
n02086646_2891.jpg,n02086646_2891,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_2891.jpg
n02086646_3465.jpg,n02086646_3465,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_3465.jpg
n02086646_356.jpg,n02086646_356,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_356.jpg
n02086646_371.jpg,n02086646_371,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_371.jpg
n02086646_3739.jpg,n02086646_3739,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_3739.jpg
n02086646_3766.jpg,n02086646_3766,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_3766.jpg
n02086646_380.jpg,n02086646_380,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_380.jpg
n02086646_3806.jpg,n02086646_3806,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_3806.jpg
n02086646_3917.jpg,n02086646_3917,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_3917.jpg
n02086646_3920.jpg,n02086646_3920,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_3920.jpg
n02086646_4026.jpg,n02086646_4026,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_4026.jpg
n02086646_4045.jpg,n02086646_4045,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_4045.jpg
n02086646_414.jpg,n02086646_414,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_414.jpg
n02086646_4177.jpg,n02086646_4177,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_4177.jpg
n02086646_4199.jpg,n02086646_4199,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_4199.jpg
n02086646_4219.jpg,n02086646_4219,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_4219.jpg
n02086646_4220.jpg,n02086646_4220,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_4220.jpg
n02086646_4226.jpg,n02086646_4226,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_4226.jpg
n02086646_4298.jpg,n02086646_4298,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_4298.jpg
n02086646_462.jpg,n02086646_462,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_462.jpg
n02086646_593.jpg,n02086646_593,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_593.jpg
n02086646_602.jpg,n02086646_602,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_602.jpg
n02086646_637.jpg,n02086646_637,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_637.jpg
n02086646_672.jpg,n02086646_672,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_672.jpg
n02086646_851.jpg,n02086646_851,train,n02086646,Blenheim_spaniel,floppy,images/train/n02086646_851.jpg
n02086910_10147.jpg,n02086910_10147,train,n02086910,papillon,pointy,images/train/n02086910_10147.jpg
n02086910_10204.jpg,n02086910_10204,train,n02086910,papillon,pointy,images/train/n02086910_10204.jpg
n02086910_1409.jpg,n02086910_1409,train,n02086910,papillon,pointy,images/train/n02086910_1409.jpg
n02086910_1492.jpg,n02086910_1492,train,n02086910,papillon,pointy,images/train/n02086910_1492.jpg
n02086910_1626.jpg,n02086910_1626,train,n02086910,papillon,pointy,images/train/n02086910_1626.jpg
n02086910_1659.jpg,n02086910_1659,train,n02086910,papillon,pointy,images/train/n02086910_1659.jpg
n02086910_1729.jpg,n02086910_1729,train,n02086910,papillon,pointy,images/train/n02086910_1729.jpg
n02086910_2035.jpg,n02086910_2035,train,n02086910,papillon,pointy,images/train/n02086910_2035.jpg
n02086910_2168.jpg,n02086910_2168,train,n02086910,papillon,pointy,images/train/n02086910_2168.jpg
n02086910_2188.jpg,n02086910_2188,train,n02086910,papillon,pointy,images/train/n02086910_2188.jpg
n02086910_2399.jpg,n02086910_2399,train,n02086910,papillon,pointy,images/train/n02086910_2399.jpg
